ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags",Make,Model,Listing,Year,Engine,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
14883,"Koni Active Dampers - 8745-1309R","<ul>
  <li>Koni Active Dampers - 8745-1309R Dampers (Part No</li>
  <li>8745-1309R)</li>
  <li>Position: Front-Right-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 1 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8745-1309R dampers – fits 1+ vehicles. PN 8745-1309R.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8745-1309r/,0,8745-1309R,246.84,246.84,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1309R.webp,8745-1309R,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1309R.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8745-1309r,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14884,"Koni Active Dampers - 8245-1310","<ul>
  <li>Koni Active Dampers - 8245-1310 Dampers (Part No</li>
  <li>8245-1310)</li>
  <li>Position: Rear-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 1 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1310 dampers – fits 1+ vehicles. PN 8245-1310.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1310/,0,8245-1310,162.18,162.18,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1310.webp,8245-1310,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1310.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1310,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14885,"Koni Active Dampers - BM-SA1638","<ul>
  <li>Koni Active Dampers - BM-SA1638 Dampers (Part No</li>
  <li>BM-SA1638)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 1 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - BM-SA1638 dampers – fits 1+ vehicles. PN BM-SA1638.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-bm-sa1638/,0,BM-SA1638,818.04,818.04,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-bm-sa1638,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14886,"Koni Active Dampers - 8745-1381L","<ul>
  <li>Koni Active Dampers - 8745-1381L Dampers (Part No</li>
  <li>8745-1381L)</li>
  <li>Position: Front-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8745-1381L dampers – fits 2+ vehicles. PN 8745-1381L.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8745-1381l/,0,8745-1381L,235.62,235.62,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8745-1381l,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14887,"Koni Active Dampers - 8745-1381R","<ul>
  <li>Koni Active Dampers - 8745-1381R Dampers (Part No</li>
  <li>8745-1381R)</li>
  <li>Position: Front-Right-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8745-1381R dampers – fits 2+ vehicles. PN 8745-1381R.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8745-1381r/,0,8745-1381R,235.62,235.62,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1381R.webp,8745-1381R,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1381R.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8745-1381r,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14888,"Koni Active Dampers - 8245-1381","<ul>
  <li>Koni Active Dampers - 8245-1381 Dampers (Part No</li>
  <li>8245-1381)</li>
  <li>Position: Rear-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1381 dampers – fits 2+ vehicles. PN 8245-1381.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1381/,0,8245-1381,235.62,235.62,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1381.webp,8245-1381,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1381.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1381,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14889,"Koni Active Dampers - BM-SA1649","<ul>
  <li>Koni Active Dampers - BM-SA1649 Dampers (Part No</li>
  <li>BM-SA1649)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>EDC</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - BM-SA1649 dampers – fits 2+ vehicles. PN BM-SA1649.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-bm-sa1649/,0,BM-SA1649,942.48,942.48,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-bm-sa1649,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14890,"Koni Active Dampers - 8745-1342","<ul>
  <li>Koni Active Dampers - 8745-1342 Dampers (Part No</li>
  <li>8745-1342)</li>
  <li>Position: Front-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8745-1342 dampers – fits 2+ vehicles. PN 8745-1342.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8745-1342/,0,8745-1342,255.516,255.516,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1342.webp,8745-1342,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1342.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8745-1342,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14891,"Koni Active Dampers - 8245-1343L","<ul>
  <li>Koni Active Dampers - 8245-1343L Dampers (Part No</li>
  <li>8245-1343L)</li>
  <li>Position: Rear-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1343L dampers – fits 2+ vehicles. PN 8245-1343L.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1343l/,0,8245-1343L,235.62,235.62,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1343l.webp,8245-1343l,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1343l.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1343l,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14892,"Koni Active Dampers - 8245-1343R","<ul>
  <li>Koni Active Dampers - 8245-1343R Dampers (Part No</li>
  <li>8245-1343R)</li>
  <li>Position: Rear-Right-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1343R dampers – fits 2+ vehicles. PN 8245-1343R.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1343r/,0,8245-1343R,235.62,235.62,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1343r.webp,8245-1343r,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8245-1343r.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1343r,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14893,"Koni Active Dampers - BM-SA1644","<ul>
  <li>Koni Active Dampers - BM-SA1644 Dampers (Part No</li>
  <li>BM-SA1644)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - BM-SA1644 dampers – fits 2+ vehicles. PN BM-SA1644.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-bm-sa1644/,0,BM-SA1644,982.26,982.26,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-bm-sa1644,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14894,"Koni Active Dampers - 8245-1394","<ul>
  <li>Koni Active Dampers - 8245-1394 Dampers (Part No</li>
  <li>8245-1394)</li>
  <li>Position: Front-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1394 dampers – fits 2+ vehicles. PN 8245-1394.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1394/,0,8245-1394,246.84,246.84,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1394,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14895,"Koni Active Dampers - 8245-1389L","<ul>
  <li>Koni Active Dampers - 8245-1389L Dampers (Part No</li>
  <li>8245-1389L)</li>
  <li>Position: Rear-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1389L dampers – fits 2+ vehicles. PN 8245-1389L.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1389l/,0,8245-1389L,232.56,232.56,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1389l,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14896,"Koni Active Dampers - 8245-1389R","<ul>
  <li>Koni Active Dampers - 8245-1389R Dampers (Part No</li>
  <li>8245-1389R)</li>
  <li>Position: Rear-Right-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8245-1389R dampers – fits 2+ vehicles. PN 8245-1389R.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8245-1389r/,0,8245-1389R,232.56,232.56,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8245-1389r,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14897,"Koni Active Dampers - BM-SA1073","<ul>
  <li>Koni Active Dampers - BM-SA1073 Dampers (Part No</li>
  <li>BM-SA1073)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Exclusions: Excl</li>
  <li>VDC and air suspension</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - BM-SA1073 dampers – fits 2+ vehicles. PN BM-SA1073.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-bm-sa1073/,0,BM-SA1073,958.8,958.8,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-bm-sa1073,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14898,"Koni Sport Dampers - 8741-1338LSPORT","<ul>
  <li>Koni Sport Dampers - 8741-1338LSPORT Dampers (Part No</li>
  <li>8741-1338LSPORT)</li>
  <li>Position: Front-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Compatible with 3 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - 8741-1338LSPORT dampers – fits 3+ vehicles. PN 8741-1338LSPORT.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-8741-1338lsport/,0,8741-1338LSPORT,283.56,283.56,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1338lsport.webp,8741-1338lsport,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1338lsport.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-8741-1338lsport,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14899,"Koni Sport Dampers - 8741-1338RSPORT","<ul>
  <li>Koni Sport Dampers - 8741-1338RSPORT Dampers (Part No</li>
  <li>8741-1338RSPORT)</li>
  <li>Position: Front-Right-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Compatible with 3 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - 8741-1338RSPORT dampers – fits 3+ vehicles. PN 8741-1338RSPORT.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-8741-1338rsport/,0,8741-1338RSPORT,283.56,283.56,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1338rsport.webp,8741-1338rsport,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1338rsport.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-8741-1338rsport,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14900,"Koni Sport Dampers - 8040-1217SPORT","<ul>
  <li>Koni Sport Dampers - 8040-1217SPORT Dampers (Part No</li>
  <li>8040-1217SPORT)</li>
  <li>Position: Rear-Left-Side</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Compatible with 5 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - 8040-1217SPORT dampers – fits 5+ vehicles. PN 8040-1217SPORT.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-8040-1217sport/,0,8040-1217SPORT,132.096,132.096,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8040-1217sport.webp,8040-1217sport,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8040-1217sport.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-8040-1217sport,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14901,"Koni Sport Dampers - BM-SP1510","<ul>
  <li>Koni Sport Dampers - BM-SP1510 Dampers (Part No</li>
  <li>BM-SP1510)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Inclusions: Incl</li>
  <li>M-Technik</li>
  <li>Compatible with 3 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - BM-SP1510 dampers – fits 3+ vehicles. PN BM-SP1510.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-bm-sp1510/,0,BM-SP1510,831.3,831.3,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-bm-sp1510,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14902,"Koni Sport Dampers - BM-SP1509","<ul>
  <li>Koni Sport Dampers - BM-SP1509 Dampers (Part No</li>
  <li>BM-SP1509)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - BM-SP1509 dampers – fits 2+ vehicles. PN BM-SP1509.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-bm-sp1509/,0,BM-SP1509,718.08,718.08,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-bm-sp1509,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14903,"Koni Sport Dampers - 8741-1450LSPORT","<ul>
  <li>Koni Sport Dampers - 8741-1450LSPORT Dampers (Part No</li>
  <li>8741-1450LSPORT)</li>
  <li>Position: Front-Left-Side</li>
  <li>Exclusions: Excl</li>
  <li>M Roadster</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - 8741-1450LSPORT dampers – fits 2+ vehicles. PN 8741-1450LSPORT.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-8741-1450lsport/,0,8741-1450LSPORT,247.86,247.86,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1450lsport.webp,8741-1450lsport,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1450lsport.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-8741-1450lsport,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14904,"Koni Sport Dampers - 8741-1450RSPORT","<ul>
  <li>Koni Sport Dampers - 8741-1450RSPORT Dampers (Part No</li>
  <li>8741-1450RSPORT)</li>
  <li>Position: Front-Right-Side</li>
  <li>Exclusions: Excl</li>
  <li>M Roadster</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - 8741-1450RSPORT dampers – fits 2+ vehicles. PN 8741-1450RSPORT.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-8741-1450rsport/,0,8741-1450RSPORT,247.86,247.86,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1450rsport.webp,8741-1450rsport,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8741-1450rsport.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-8741-1450rsport,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14905,"Koni Sport Dampers - 8240-1208SPORT","<ul>
  <li>Koni Sport Dampers - 8240-1208SPORT Dampers (Part No</li>
  <li>8240-1208SPORT)</li>
  <li>Position: Rear-Left-Side</li>
  <li>Exclusions: Excl</li>
  <li>M Roadster</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - 8240-1208SPORT dampers – fits 2+ vehicles. PN 8240-1208SPORT.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-8240-1208sport/,0,8240-1208SPORT,186.66,186.66,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8240-1208sport.webp,8240-1208sport,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8240-1208sport.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-8240-1208sport,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14906,"Koni Sport Dampers - BM-SP1163","<ul>
  <li>Koni Sport Dampers - BM-SP1163 Dampers (Part No</li>
  <li>BM-SP1163)</li>
  <li>Position: Full Set ( 4 dampers )</li>
  <li>Exclusions: Excl</li>
  <li>M Roadster</li>
  <li>Compatible with 2 vehicle variants (see fitment list)</li>
</ul>","Koni Sport Dampers - BM-SP1163 dampers – fits 2+ vehicles. PN BM-SP1163.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-sport-dampers-bm-sp1163/,0,BM-SP1163,869.04,869.04,,instock,,,0,simple,,,,,,,,,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-bm-sp1163,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14907,"Koni Active Dampers - 8745-1370L","<ul>
  <li>Koni Active Dampers - 8745-1370L Dampers (Part No</li>
  <li>8745-1370L)</li>
  <li>Position: Front-Left-Side</li>
  <li>Exclusions: Excl</li>
  <li>3.5iS, Excl</li>
  <li>VDC</li>
  <li>Compatible with 1 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8745-1370L dampers – fits 1+ vehicles. PN 8745-1370L.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8745-1370l/,0,8745-1370L,190.74,190.74,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1370L.webp,8745-1370L,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1370L.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8745-1370l,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
14908,"Koni Active Dampers - 8745-1370R","<ul>
  <li>Koni Active Dampers - 8745-1370R Dampers (Part No</li>
  <li>8745-1370R)</li>
  <li>Position: Front-Right-Side</li>
  <li>Exclusions: Excl</li>
  <li>3.5iS, Excl</li>
  <li>VDC</li>
  <li>Compatible with 1 vehicle variants (see fitment list)</li>
</ul>","Koni Active Dampers - 8745-1370R dampers – fits 1+ vehicles. PN 8745-1370R.",2025-05-23,product,https://t4p.elate-ecommerce.com/shop/koni-active-dampers-8745-1370r/,0,8745-1370R,190.74,190.74,,instock,,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1370R.webp,8745-1370R,,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/06/8745-1370R.webp,,Koni,Dampers|Koni,,,,,,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-8745-1370r,,default,0,0,closed,open,2025-07-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,9.9.5,,0,0,0,
